job_category,employee_residence,experience_level,employment_type,work_setting,company_size,salary_in_usd_2023
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,185400.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,164800.0
Data Science and Research,United States,Mid-level,Full-time,Hybrid,L,111240.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,206000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,154500.0
Leadership and Management,Canada,Executive,Full-time,Hybrid,L,129755.28
Data Engineering,United States,Senior,Full-time,Remote,M,194361.0
Data Engineering,United States,Senior,Full-time,Remote,M,165206.85
Data Science and Research,United States,Senior,Full-time,Remote,M,204393.2
Data Science and Research,United States,Senior,Full-time,Remote,M,148320.0
Data Science and Research,United States,Senior,Full-time,Remote,M,197219.25
Data Science and Research,United States,Senior,Full-time,Remote,M,145770.75
Data Science and Research,Germany,Mid-level,Full-time,Remote,S,77917.44
Data Science and Research,United States,Senior,Full-time,Remote,L,161574.04
BI and Visualization,Nigeria,Senior,Full-time,Remote,S,206000.0
Machine Learning and AI,Portugal,Senior,Full-time,Remote,L,71424.32
Data Analysis,United States,Senior,Contract,Remote,M,92700.0
Data Science and Research,Germany,Mid-level,Full-time,In-person,S,129862.4
Data Science and Research,Germany,Mid-level,Full-time,In-person,S,86574.59
Data Engineering,United States,Senior,Full-time,Remote,M,206000.0
Data Engineering,United States,Senior,Full-time,Remote,M,185400.0
Leadership and Management,United States,Mid-level,Full-time,Remote,M,111240.0
Leadership and Management,United States,Mid-level,Full-time,Remote,M,87550.0
Data Engineering,United States,Senior,Full-time,Remote,M,169950.0
Data Engineering,United States,Senior,Full-time,Remote,M,135960.0
Leadership and Management,United States,Senior,Full-time,Remote,M,133900.0
Leadership and Management,United States,Senior,Full-time,Remote,M,113300.0
Data Analysis,Australia,Mid-level,Full-time,Hybrid,L,46401.5
Data Analysis,Australia,Entry-level,Full-time,Hybrid,L,44587.5052
Leadership and Management,United States,Mid-level,Full-time,Remote,L,139050.0
Data Engineering,United States,Senior,Full-time,Remote,L,184164.0
Data Engineering,United States,Senior,Full-time,Remote,L,136063.0
Data Analysis,Costa Rica,Entry-level,Full-time,Hybrid,M,20600.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,144200.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,113300.0
Data Engineering,United States,Senior,Full-time,Remote,M,164800.0
Data Engineering,United States,Senior,Full-time,Remote,M,87550.0
Data Engineering,United States,Senior,Full-time,Remote,M,257500.0
Data Engineering,United States,Senior,Full-time,Remote,M,64890.0
Data Engineering,United States,Executive,Full-time,Remote,M,192816.0
Data Engineering,United States,Executive,Full-time,Remote,M,119583.0
Data Engineering,United States,Senior,Full-time,Remote,M,149350.0
Data Engineering,United States,Senior,Full-time,In-person,L,236897.94
Data Engineering,United States,Senior,Full-time,In-person,L,159181.35
Data Science and Research,United States,Senior,Full-time,In-person,L,221450.0
Data Science and Research,United States,Senior,Full-time,In-person,L,163770.0
Machine Learning and AI,United States,Entry-level,Full-time,Remote,M,51500.0
Data Science and Research,United States,Senior,Full-time,Remote,L,188490.0
Data Analysis,United States,Senior,Full-time,Remote,M,102742.5
Data Analysis,United States,Senior,Full-time,Remote,M,70452.0
Data Science and Research,United States,Senior,Full-time,Remote,L,244007.0
Data Science and Research,United States,Senior,Full-time,Remote,L,163976.0
Data Science and Research,United States,Senior,Full-time,Remote,M,250521.75
Data Science and Research,United States,Senior,Full-time,Remote,M,185168.25
Data Science and Research,United States,Senior,Full-time,Remote,M,131840.0
Data Science and Research,United States,Senior,Full-time,Remote,M,197219.25
Data Science and Research,United States,Senior,Full-time,Remote,M,145770.75
Data Science and Research,United States,Senior,Full-time,In-person,M,224540.0
Data Science and Research,United States,Senior,Full-time,In-person,M,149659.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,201262.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,135239.0
Data Management and Strategy,Chile,Entry-level,Full-time,Remote,L,108150.0
Data Science and Research,United States,Senior,Full-time,Remote,M,213210.0
Data Science and Research,United States,Senior,Full-time,Remote,M,157590.0
Data Analysis,United States,Senior,Full-time,In-person,M,101970.0
Machine Learning and AI,Puerto Rico,Senior,Full-time,Remote,M,206000.0
Machine Learning and AI,Puerto Rico,Senior,Full-time,Remote,M,139050.0
Data Engineering,United States,Senior,Full-time,In-person,M,201571.0
Data Engineering,United States,Senior,Full-time,In-person,M,134415.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,133900.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,86520.0
Data Quality and Operations,United States,Mid-level,Full-time,Remote,M,103000.0
Data Quality and Operations,United States,Mid-level,Full-time,Remote,M,61800.0
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,82437.08
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,69754.69
Data Engineering,United States,Senior,Full-time,In-person,M,145539.0
Data Engineering,United States,Senior,Full-time,In-person,M,105163.0
Data Analysis,United States,Mid-level,Full-time,Remote,L,154500.0
Data Science and Research,United Kingdom,Mid-level,Full-time,Remote,M,105266.0
Data Analysis,United States,Senior,Full-time,Remote,M,148320.0
Data Analysis,United States,Senior,Full-time,Remote,M,116390.0
Machine Learning and AI,Portugal,Entry-level,Full-time,Remote,M,32465.6
Data Architecture and Modeling,United States,Senior,Full-time,Remote,L,201262.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,L,135239.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,201262.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,135239.0
Data Engineering,United States,Senior,Full-time,Remote,M,82400.0
Machine Learning and AI,India,Mid-level,Contract,Remote,S,61800.0
Machine Learning and AI,Finland,Senior,Full-time,Hybrid,S,64931.2
Data Analysis,India,Entry-level,Full-time,Remote,L,51500.0
Data Engineering,United States,Senior,Full-time,Remote,M,108150.0
Leadership and Management,United States,Senior,Full-time,Remote,M,195700.0
Leadership and Management,United States,Senior,Full-time,Remote,M,144200.0
Data Science and Research,United States,Senior,Full-time,Remote,L,185400.0
Data Science and Research,United States,Senior,Full-time,Remote,L,169950.0
Machine Learning and AI,United States,Senior,Full-time,In-person,L,111240.0
Data Science and Research,France,Entry-level,Full-time,Hybrid,M,21218.0
Data Science and Research,United States,Senior,Full-time,In-person,M,184782.0
Data Science and Research,United States,Senior,Full-time,In-person,M,158620.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,199717.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,133179.0
Data Science and Research,United States,Executive,Full-time,In-person,M,229319.2
Data Science and Research,United States,Executive,Full-time,In-person,M,187624.8
Data Engineering,United States,Mid-level,Full-time,In-person,M,154500.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,103000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,126175.0
Leadership and Management,United States,Senior,Full-time,Remote,M,103000.0
Data Engineering,United States,Executive,Full-time,Remote,M,306425.0
Data Engineering,United States,Executive,Full-time,Remote,M,267800.0
Machine Learning and AI,Thailand,Entry-level,Full-time,Remote,L,15913.5
Data Engineering,Spain,Senior,Full-time,Remote,M,198790.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,95790.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,75190.0
Data Science and Research,United States,Senior,Full-time,Remote,M,141103.82
Data Science and Research,United States,Senior,Full-time,Remote,M,104617.1
Data Science and Research,France,Senior,Full-time,Hybrid,L,59519.58
Data Analysis,United States,Mid-level,Full-time,Remote,M,140080.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,115360.0
Data Science and Research,United States,Senior,Full-time,Remote,M,177160.0
Data Engineering,United States,Senior,Full-time,In-person,M,221450.0
Data Engineering,United States,Senior,Full-time,In-person,M,168920.0
Data Engineering,United Kingdom,Entry-level,Full-time,Hybrid,L,48154.251
Data Analysis,United States,Mid-level,Full-time,Remote,L,100425.0
Data Science and Research,United States,Senior,Full-time,Remote,M,219184.0
Data Science and Research,United States,Senior,Full-time,Remote,M,147084.0
Data Science and Research,Netherlands,Mid-level,Full-time,Hybrid,L,75752.38
Data Science and Research,United States,Entry-level,Full-time,Hybrid,M,51500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,156354.0
Data Science and Research,United States,Senior,Full-time,In-person,M,134147.2
Leadership and Management,United States,Senior,Full-time,Remote,M,169950.0
Leadership and Management,United States,Senior,Full-time,Remote,M,144457.5
Data Science and Research,United States,Senior,Full-time,Remote,M,184782.0
Data Science and Research,United States,Senior,Full-time,Remote,M,158620.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,77250.0
Data Engineering,Greece,Mid-level,Full-time,Remote,M,86574.59
Data Engineering,Greece,Mid-level,Full-time,Remote,M,75752.38
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,101461.18
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,88778.79000000001
Data Engineering,Spain,Mid-level,Full-time,Remote,M,86574.59
Data Engineering,Spain,Mid-level,Full-time,Remote,M,75752.38
Leadership and Management,United Kingdom,Senior,Full-time,Remote,M,105742.89
Leadership and Management,United Kingdom,Senior,Full-time,Remote,M,82442.23
Data Engineering,United Kingdom,Senior,Full-time,Remote,M,107749.33
Data Engineering,United Kingdom,Senior,Full-time,Remote,M,84748.40000000001
Data Science and Research,United States,Senior,Full-time,In-person,M,197219.25
Data Science and Research,United States,Senior,Full-time,In-person,M,145770.75
Data Analysis,United States,Senior,Full-time,In-person,L,118450.0
Data Science and Research,Spain,Entry-level,Full-time,Hybrid,M,32465.6
Data Quality and Operations,United States,Senior,Full-time,Remote,M,83430.0
Data Quality and Operations,United States,Senior,Full-time,Remote,M,67980.0
Data Analysis,United States,Entry-level,Full-time,Remote,L,47380.0
Data Engineering,United States,Entry-level,Full-time,Remote,L,82400.0
Machine Learning and AI,United States,Executive,Full-time,Remote,S,206000.0
Machine Learning and AI,United States,Executive,Full-time,Remote,S,185400.0
Machine Learning and AI,United States,Executive,Full-time,Remote,S,206000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,210223.0
Data Science and Research,United States,Senior,Full-time,In-person,M,140183.0
Leadership and Management,United States,Senior,Full-time,In-person,M,257500.0
Leadership and Management,United States,Senior,Full-time,In-person,M,64890.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,121754.24
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,114144.6
Machine Learning and AI,Denmark,Entry-level,Part-time,Hybrid,L,20234.5457
Data Management and Strategy,United States,Senior,Full-time,Remote,M,97850.0
Data Management and Strategy,United States,Senior,Full-time,Remote,M,72100.0
Machine Learning and AI,Bolivia,Mid-level,Full-time,Remote,M,77250.0
Data Analysis,United States,Mid-level,Full-time,In-person,L,116390.0
Data Science and Research,United States,Senior,Full-time,Remote,M,175100.0
Leadership and Management,United States,Mid-level,Full-time,Remote,L,116390.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,144200.0
Data Analysis,Philippines,Senior,Full-time,Remote,S,53045.0
Data Analysis,Australia,Mid-level,Full-time,Remote,M,54969.04
Data Science and Research,Portugal,Senior,Full-time,Hybrid,S,30842.32
Data Science and Research,United States,Senior,Full-time,In-person,L,164800.0
Data Science and Research,United States,Senior,Full-time,In-person,L,122879.0
Data Science and Research,United States,Mid-level,Full-time,Hybrid,L,149350.0
Data Engineering,United States,Senior,Full-time,In-person,M,92700.0
Data Engineering,United States,Senior,Full-time,Remote,M,150586.0
Data Engineering,United States,Senior,Full-time,Remote,M,127998.1
Data Science and Research,United States,Mid-level,Full-time,In-person,M,231750.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,164800.0
Data Science and Research,Netherlands,Mid-level,Full-time,Remote,S,56273.02
Data Engineering,Canada,Senior,Full-time,Remote,M,191374.0
Data Engineering,Canada,Senior,Full-time,Remote,M,141522.0
Leadership and Management,United States,Senior,Full-time,In-person,M,252350.0
Leadership and Management,United States,Senior,Full-time,In-person,M,185400.0
Leadership and Management,United States,Senior,Full-time,In-person,M,209605.0
Leadership and Management,United States,Senior,Full-time,In-person,M,156560.0
Data Engineering,United States,Senior,Full-time,In-person,M,257500.0
Data Engineering,United States,Senior,Full-time,In-person,M,64890.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,191580.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,153264.0
Machine Learning and AI,United Kingdom,Mid-level,Full-time,Hybrid,L,131899.74
Data Science and Research,United States,Entry-level,Full-time,In-person,L,84460.0
Data Science and Research,Dominican Republic,Entry-level,Part-time,Remote,M,113300.0
Machine Learning and AI,United States,Mid-level,Full-time,Hybrid,M,178190.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,191580.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,153264.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,162740.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,138020.0
Leadership and Management,United States,Executive,Full-time,Remote,M,206000.0
Leadership and Management,United States,Executive,Full-time,Remote,M,154500.0
Data Analysis,United States,Senior,Full-time,In-person,M,222686.0
Data Analysis,United States,Senior,Full-time,In-person,M,148423.0
Data Science and Research,Netherlands,Mid-level,Full-time,In-person,M,119040.19
Data Science and Research,Netherlands,Mid-level,Full-time,In-person,M,91985.18
Data Engineering,United States,Senior,Full-time,In-person,M,257500.0
Data Engineering,United States,Senior,Full-time,In-person,M,64890.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,139050.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,87550.0
Data Science and Research,United States,Senior,Full-time,Remote,M,212180.0
Data Science and Research,United States,Senior,Full-time,Remote,M,180353.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,195339.5
Machine Learning and AI,United States,Senior,Full-time,In-person,M,169945.88
Data Engineering,United States,Senior,Full-time,Remote,M,158620.0
Data Engineering,United States,Senior,Full-time,Remote,M,129780.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,206000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,154500.0
Leadership and Management,United States,Senior,Full-time,Remote,M,139050.0
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,101461.18
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,76096.40000000001
Data Analysis,United States,Senior,Full-time,Remote,M,120510.0
Data Analysis,United States,Senior,Full-time,Remote,M,102433.5
Data Engineering,Puerto Rico,Senior,Full-time,Remote,M,206000.0
Data Engineering,Puerto Rico,Senior,Full-time,Remote,M,139050.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,199717.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,133179.0
Machine Learning and AI,United Kingdom,Entry-level,Full-time,Remote,S,57072.3
Data Analysis,United Kingdom,Senior,Full-time,In-person,M,88778.79000000001
Data Analysis,United Kingdom,Senior,Full-time,In-person,M,63412.98
Data Analysis,United States,Senior,Full-time,Remote,M,180250.0
Data Analysis,United States,Senior,Full-time,Remote,M,133900.0
Data Engineering,United States,Senior,Full-time,In-person,M,193743.0
Data Engineering,United States,Senior,Full-time,In-person,M,144055.80000000002
Machine Learning and AI,United States,Senior,Full-time,In-person,M,256161.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,172113.0
Data Analysis,Germany,Mid-level,Full-time,Remote,S,51944.96
Data Science and Research,United States,Senior,Full-time,In-person,M,211150.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,145539.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,105163.0
Data Analysis,Argentina,Entry-level,Full-time,Remote,L,51500.0
Data Science and Research,Belgium,Entry-level,Full-time,Remote,L,86574.59
Data Science and Research,United Kingdom,Mid-level,Full-time,Hybrid,S,63412.98
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,257500.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,64890.0
Data Science and Research,United States,Senior,Full-time,Remote,L,195185.0
Data Science and Research,United States,Senior,Full-time,Remote,L,144303.0
Data Engineering,United States,Senior,Full-time,Remote,L,182928.0
Data Engineering,United States,Senior,Full-time,Remote,L,135239.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,24720.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,208987.0
Data Engineering,United States,Senior,Full-time,Remote,M,118450.0
Machine Learning and AI,United States,Entry-level,Full-time,Hybrid,L,118450.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,199717.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,133179.0
Data Science and Research,United States,Senior,Full-time,Remote,L,144200.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,222686.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,148423.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,222480.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,148320.0
Data Analysis,United States,Entry-level,Full-time,Remote,L,154500.0
Data Science and Research,Austria,Entry-level,Full-time,Hybrid,M,51500.0
Data Architecture and Modeling,United States,Senior,Full-time,Hybrid,L,265225.0
Data Science and Research,Netherlands,Executive,Full-time,In-person,L,86574.59
Data Science and Research,United Kingdom,Mid-level,Full-time,Remote,M,135704.56
Leadership and Management,Argentina,Senior,Full-time,Remote,S,49440.0
Data Science and Research,United States,Executive,Full-time,In-person,M,268315.0
Data Science and Research,United States,Executive,Full-time,In-person,M,180353.0
Data Analysis,United States,Entry-level,Full-time,Remote,S,56650.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,133900.0
Machine Learning and AI,France,Senior,Full-time,Remote,L,79432.57
Data Science and Research,Belgium,Entry-level,Full-time,Hybrid,S,53568.24
Data Engineering,United States,Senior,Full-time,In-person,M,212899.97
Data Engineering,United States,Senior,Full-time,In-person,M,102073.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,206000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,55620.0
Leadership and Management,United States,Entry-level,Full-time,Hybrid,L,133900.0
Data Engineering,United States,Senior,Full-time,In-person,L,103000.0
Data Engineering,United States,Senior,Full-time,In-person,L,82400.0
Data Science and Research,United States,Senior,Full-time,In-person,L,103000.0
Data Management and Strategy,United States,Senior,Full-time,Remote,L,227939.0
Data Management and Strategy,United States,Senior,Full-time,Remote,L,153161.0
Machine Learning and AI,United Kingdom,Entry-level,Full-time,Remote,L,30900.0
Data Analysis,France,Entry-level,Full-time,Hybrid,M,29219.04
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,93851.54
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,63412.98
Data Science and Research,Germany,Mid-level,Full-time,Remote,S,62766.14
Data Science and Research,United States,Senior,Full-time,In-person,M,256737.8
Data Science and Research,United States,Senior,Full-time,In-person,M,190962.0
Data Science and Research,United Kingdom,Mid-level,Full-time,Hybrid,M,82437.08
Data Analysis,United States,Senior,Full-time,Remote,M,132741.25
Data Analysis,United States,Senior,Full-time,Remote,M,96511.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,103000.0
Data Analysis,United States,Senior,Full-time,Remote,M,140347.80000000002
Data Analysis,United States,Senior,Full-time,Remote,M,112558.4
Data Science and Research,United States,Senior,Full-time,Remote,L,164800.0
Data Science and Research,United States,Senior,Full-time,Remote,L,94760.0
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,139509.38
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,107802.89
Data Engineering,United States,Entry-level,Full-time,Remote,L,132870.0
Data Engineering,United States,Entry-level,Full-time,Remote,L,88580.0
Data Analysis,United States,Senior,Full-time,Remote,L,103000.0
Data Science and Research,Turkey,Mid-level,Full-time,Hybrid,M,25750.0
Data Analysis,Singapore,Mid-level,Full-time,Hybrid,M,67214.71
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,206000.0
Machine Learning and AI,United States,Entry-level,Full-time,Remote,L,185400.0
Data Science and Research,United States,Mid-level,Full-time,Remote,L,157590.0
Data Analysis,United States,Senior,Full-time,Remote,M,154577.25
Data Analysis,United States,Senior,Full-time,Remote,M,114252.75
Machine Learning and AI,Egypt,Mid-level,Full-time,Remote,M,23484.0
Data Analysis,Portugal,Entry-level,Full-time,Remote,M,24924.010143
Data Analysis,Indonesia,Entry-level,Full-time,In-person,L,15450.0
Data Science and Research,Australia,Senior,Full-time,Remote,L,137778.98
Machine Learning and AI,United States,Entry-level,Full-time,In-person,L,85490.0
Data Science and Research,United States,Senior,Full-time,In-person,M,191580.0
Data Science and Research,United States,Senior,Full-time,In-person,M,153264.0
Data Analysis,United States,Senior,Full-time,In-person,M,116287.0
Data Analysis,United States,Senior,Full-time,In-person,M,93029.6
Machine Learning and AI,United States,Senior,Full-time,In-person,M,247200.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,164800.0
Data Science and Research,United States,Senior,Full-time,Remote,M,309000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,206000.0
Data Engineering,Germany,Mid-level,Full-time,Hybrid,S,67635.98
Machine Learning and AI,India,Mid-level,Full-time,Remote,L,206000.0
Machine Learning and AI,United Kingdom,Mid-level,Full-time,In-person,M,120485.28
Machine Learning and AI,United Kingdom,Mid-level,Full-time,In-person,M,95120.5
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,123600.0
Data Analysis,United States,Senior,Full-time,Remote,M,116287.0
Data Analysis,United States,Senior,Full-time,Remote,M,93029.6
Leadership and Management,United States,Senior,Full-time,Remote,M,149350.0
Leadership and Management,United States,Senior,Full-time,Remote,M,108562.0
Data Science and Research,Germany,Entry-level,Full-time,In-person,S,53836.473836
Data Science and Research,United States,Senior,Full-time,Remote,L,221759.0
Data Science and Research,United States,Senior,Full-time,Remote,L,162946.0
Data Engineering,United States,Senior,Full-time,Remote,L,215373.0
Data Engineering,United States,Senior,Full-time,Remote,L,159238.0
Data Analysis,United States,Senior,Full-time,In-person,M,119412.02
Data Analysis,United States,Senior,Full-time,In-person,M,84115.98
Data Engineering,United States,Senior,Full-time,Remote,M,159650.0
Machine Learning and AI,France,Mid-level,Full-time,Remote,M,86574.59
Data Analysis,United States,Senior,Full-time,In-person,M,168920.0
Data Analysis,United States,Senior,Full-time,In-person,M,135960.0
Data Science and Research,United States,Senior,Full-time,Remote,M,126690.0
Data Engineering,Greece,Mid-level,Full-time,In-person,M,54108.99
Data Engineering,Canada,Executive,Full-time,Remote,S,118678.66
Data Engineering,United States,Senior,Full-time,Remote,M,170362.0
Data Engineering,United States,Senior,Full-time,Remote,M,136289.6
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,215038.25
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,152234.0
Data Engineering,United States,Senior,Full-time,Remote,M,141103.82
Data Engineering,United States,Senior,Full-time,Remote,M,104617.1
Machine Learning and AI,United Kingdom,Entry-level,Full-time,Remote,L,36145.79
Data Engineering,United States,Senior,Full-time,Remote,L,189108.0
Data Engineering,United States,Senior,Full-time,Remote,L,103824.0
Data Analysis,United Kingdom,Mid-level,Full-time,Remote,M,50730.59
Data Analysis,United Kingdom,Mid-level,Full-time,Remote,M,38048.2
Data Analysis,Spain,Mid-level,Full-time,Remote,M,43286.78
Data Analysis,Spain,Mid-level,Full-time,Remote,M,32465.6
Data Analysis,Greece,Mid-level,Full-time,Remote,M,43286.78
Data Analysis,Greece,Mid-level,Full-time,Remote,M,32465.6
Data Science and Research,United States,Senior,Full-time,In-person,L,221759.0
Data Science and Research,United States,Senior,Full-time,In-person,L,144612.0
Data Engineering,Spain,Mid-level,Full-time,Remote,M,64931.2
Data Engineering,Spain,Mid-level,Full-time,Remote,M,48698.4
Data Science and Research,United States,Senior,Full-time,Remote,M,267800.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,44388.880000000005
Data Engineering,Greece,Mid-level,Full-time,Remote,M,64931.2
Data Engineering,Greece,Mid-level,Full-time,Remote,M,48698.4
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,57072.3
Machine Learning and AI,Italy,Mid-level,Full-time,Hybrid,L,54173.7976
Data Science and Research,Argentina,Senior,Full-time,Remote,L,61800.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,85387.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,65817.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,L,164800.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,L,115669.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,248230.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,163770.0
Data Science and Research,United States,Senior,Full-time,In-person,M,82400.0
Data Analysis,United States,Mid-level,Full-time,In-person,S,59740.0
Data Engineering,United States,Senior,Full-time,In-person,M,140080.0
Data Engineering,United States,Senior,Full-time,In-person,M,112064.0
Data Engineering,United States,Executive,Full-time,Remote,M,249260.0
Data Engineering,United States,Executive,Full-time,Remote,M,206000.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,63412.98
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,38048.2
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,50730.59
Data Science and Research,United States,Senior,Full-time,Remote,M,170176.6
Data Science and Research,United States,Senior,Full-time,Remote,M,123764.8
Data Analysis,United States,Senior,Full-time,Remote,M,127915.7
Data Engineering,United States,Senior,Full-time,In-person,M,187398.2
Data Engineering,United States,Senior,Full-time,In-person,M,136289.6
Data Engineering,United States,Senior,Full-time,In-person,M,226713.3
Data Engineering,United States,Senior,Full-time,In-person,M,164882.4
Data Science and Research,United States,Senior,Full-time,In-person,L,185400.0
Data Science and Research,United States,Senior,Full-time,In-person,L,123600.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,130295.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,109447.8
Data Analysis,United States,Senior,Full-time,In-person,M,119480.0
Data Analysis,United States,Senior,Full-time,Remote,M,159650.0
Data Analysis,United States,Senior,Full-time,Remote,M,124218.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,133900.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,92700.0
Data Engineering,United States,Mid-level,Full-time,Remote,M,175100.0
Data Analysis,United States,Senior,Full-time,Remote,M,105163.0
Data Analysis,United States,Senior,Full-time,Remote,M,87447.0
Data Science and Research,United States,Senior,Full-time,Remote,M,140718.6
Data Science and Research,United States,Senior,Full-time,Remote,M,102340.8
Data Science and Research,United Kingdom,Senior,Full-time,In-person,M,114144.6
Data Science and Research,United Kingdom,Senior,Full-time,In-person,M,101461.18
Data Science and Research,United States,Senior,Full-time,Remote,M,150380.0
Data Engineering,United Kingdom,Entry-level,Full-time,Remote,M,44388.880000000005
Data Analysis,United States,Executive,Full-time,Remote,M,133900.0
Data Analysis,United States,Executive,Full-time,Remote,M,113300.0
Data Analysis,United States,Senior,Full-time,Remote,M,175100.0
Data Science and Research,United States,Senior,Full-time,Remote,M,166182.26
Data Science and Research,United States,Senior,Full-time,Remote,M,141255.23
Data Science and Research,United States,Senior,Full-time,Remote,M,172010.0
Data Engineering,United Kingdom,Senior,Full-time,In-person,M,76096.40000000001
Data Engineering,United Kingdom,Senior,Full-time,In-person,M,63412.98
Data Science and Research,United States,Senior,Full-time,Remote,M,217845.0
Data Science and Research,United States,Senior,Full-time,Remote,M,142758.0
Data Architecture and Modeling,Canada,Senior,Full-time,Remote,M,198172.0
Data Architecture and Modeling,Canada,Senior,Full-time,Remote,M,93421.0
Data Analysis,Canada,Senior,Full-time,Remote,M,133900.0
Data Analysis,Canada,Senior,Full-time,Remote,M,63139.0
Data Engineering,United States,Senior,Full-time,In-person,L,164800.0
Data Engineering,United States,Senior,Full-time,In-person,L,116390.0
Data Science and Research,United States,Senior,Full-time,In-person,M,98416.5
Data Analysis,United States,Mid-level,Full-time,Remote,M,172010.0
